name,price ($),weight (kg),length (m),width (m),height (m),shipment date,port of loading,Vessel,Dwell after shipping,Customer,Called for inspection
Office Chair,138.42,5.5,0.79,0.59,1.1,22/07/2022,Port of Tokyo (Japan),AURORA,66,12,N
Wine Bottle,11.11,0.6,0.23,0.15,0.39,06/03/2022,Port of Singapore (Singapore),HANA,68,4,N
Drone,1627.24,1.07,0.78,0.93,0.16,06/11/2022,Port of Tianjin (China),LINDA,10,3,Y
Wetsuit,220.73,1.93,0.59,0.31,0.07,07/12/2022,Port of Shanghai (China),LINDA,43,12,N
Small Bubble Mailer,4.9,0.2,0.14,0.06,0.03,27/02/2022,Port of Singapore (Singapore),AURORA,56,18,N
Bicycle,589.5,8.26,1.4,0.32,0.95,07/07/2022,Port of Busan (South Korea),SERENA,27,15,N
Bluetooth Speaker,101.19,0.57,0.24,0.16,0.17,16/03/2022,Port of Singapore (Singapore),HANA,58,2,N
Pallete of Coffee,493.02,861.32,1.15,0.81,1.31,04/10/2022,Port of Tianjin (China),HANA,60,19,N
Tea Leaves,79.14,199.02,0.4,0.55,0.61,05/11/2022,Port of Tianjin (China),HANA,13,11,Y
Fridge,940.18,82.39,1.23,0.73,0.8,27/02/2022,Port of Busan (South Korea),AMELIA,36,18,N
Mixed Dried Fruits,12.24,0.81,0.28,0.26,0.2,05/09/2022,Port of Singapore (Singapore),AURORA,73,11,N
Plant,24.84,1.3,0.49,0.27,0.36,20/10/2022,Port of Shanghai (China),LINDA,70,19,N
Pallete of Beer Cases,252.91,510.64,1.06,0.8,1.19,07/05/2022,Port of Singapore (Singapore),AURORA,44,18,N
Bag of Flour,6.79,0.83,0.29,0.2,0.16,30/08/2022,Port of Busan (South Korea),SAKURA,12,10,Y
Large Padded Envelope,8.92,0.18,0.26,0.11,0.05,19/09/2022,Port of Singapore (Singapore),AURORA,40,20,N
Bluetooth Speaker,53.71,1.95,0.25,0.28,0.13,23/01/2022,Port of Busan (South Korea),SERENA,4,13,Y
Gaming Mouse,40.02,0.4,0.15,0.06,0.05,29/04/2022,Port of Tokyo (Japan),AURORA,70,5,N
Guitar,218.68,4.48,0.4,0.22,0.05,03/10/2022,Port of Busan (South Korea),SERENA,65,10,N
Pallete of Clothing,191.43,835.71,1.19,1,1.4,30/10/2022,Port of Shanghai (China),HANA,13,16,Y
Mattress,120.7,26.75,1.85,1.08,0.23,10/02/2022,Port of Tianjin (China),LINDA,3,12,Y
Iron,61.65,0.91,0.22,0.16,0.16,06/05/2022,Port of Singapore (Singapore),HANA,48,8,N
Lawn Mower,246.49,41.1,1.23,0.77,0.4,16/07/2022,Port of Busan (South Korea),SERENA,57,15,N
Pallete of Bananas,109.63,308.06,1.04,0.86,0.69,05/07/2022,Port of Tokyo (Japan),SERENA,69,13,N
Violin,306.4,1.6,0.13,0.08,0.08,03/02/2022,Port of Shanghai (China),HANA,8,14,Y
Portable Charger,42.81,0.38,0.15,0.1,0.03,13/03/2022,Port of Tokyo (Japan),AURORA,5,14,Y
Jet Ski,8276.73,170.74,1.72,0.94,1.45,09/11/2022,Port of Busan (South Korea),SAKURA,45,6,N
Car,33196.7,3144.12,4.27,2.03,1.55,23/06/2022,Port of Tianjin (China),LINDA,95,1,N
Pallete of Cleaning Products,193.35,786.19,1.05,0.83,1.41,26/12/2022,Port of Busan (South Korea),AMELIA,61,8,N
Pallete of Water Bottles,78.29,243.85,1.09,1.5,1.08,16/02/2022,Port of Busan (South Korea),SERENA,70,20,N
Laptop Sleeve,29.96,0.49,0.35,0.09,0.29,02/05/2022,Port of Tianjin (China),HANA,14,11,Y
Smart Home Devices,85.8,0.32,3.21,1.48,0.34,08/10/2022,Port of Tianjin (China),LINDA,6,2,Y
Large Box,22.36,0.91,,0.55,0.33,14/07/2022,Port of Tianjin (China),HANA,46,4,N
Backpacking Tent,230.36,2.99,1.82,1.89,1.03,15/04/2022,Port of Tianjin (China),HANA,6,16,Y
Armchair,642.11,24.81,0.74,0.8,0.88,02/07/2022,Port of Shanghai (China),LINDA,54,14,N
Gardening Gloves,17.85,0.13,0.11,0.07,0.08,14/03/2022,Port of Tokyo (Japan),SERENA,60,3,N
Pallete of Canned Fruit,199.72,436.44,1.03,0.85,1.43,10/08/2022,Port of Shanghai (China),LINDA,55,17,N
Box of Canned Soup,54.49,8.28,0.66,0.42,0.27,02/06/2022,Port of Tokyo (Japan),SAKURA,38,15,N
Duvet,272.94,1.98,2.18,1.58,0.21,22/12/2022,Port of Shanghai (China),LINDA,69,17,N
Gaming Console,797.67,2.16,0.45,0.23,0.06,13/07/2022,Port of Busan (South Korea),SAKURA,63,9,N
Big Bag with Textile Scraps,101.01,1984.07,1.51,0.78,0.19,21/09/2022,Port of Busan (South Korea),SAKURA,25,3,Y
Bicycle,186.38,12.97,1.36,0.66,0.84,27/12/2022,Port of Singapore (Singapore),HANA,27,12,N
Pallete of Bananas,90.93,364.06,1.05,0.95,0.78,18/09/2022,Port of Tianjin (China),LINDA,26,17,N
Bag of Rice,17.97,6.01,0.4,0.51,0.39,28/04/2022,Port of Shanghai (China),HANA,46,15,N
Breakfast Bundle,39.89,1.66,0.6,0.49,0.2,25/12/2022,Port of Tianjin (China),LINDA,9,2,Y
PC Mice,98.33,0.13,1.42,0.45,0.28,06/10/2022,Port of Tianjin (China),LINDA,4,13,Y
Box of Canned Soup,49.24,5.13,0.77,0.59,0.13,05/01/2022,Port of Tokyo (Japan),AURORA,69,13,N
Big Bag with Debris,108.54,654.31,1.59,0.66,0.22,29/03/2022,Port of Tianjin (China),LINDA,52,14,N
Metal Pipes,81.04,33.16,2.42,0.11,1.54,25/05/2022,Port of Tianjin (China),LINDA,12,12,Y
Spices Collection,26.51,0.74,0.28,0.28,0.16,29/01/2022,Port of Shanghai (China),LINDA,6,2,Y
Coffee Maker,289.64,1.02,0.41,0.28,0.32,23/01/2022,Port of Shanghai (China),LINDA,74,20,N
Dining Table,370.2,56.76,1.03,0.9,0.75,26/10/2022,Port of Shanghai (China),LINDA,19,1,Y
Sofa,1782.19,177.4,2.18,1.59,0.98,03/08/2022,Port of Busan (South Korea),AMELIA,44,7,N
Bluetooth Speaker,37.19,0.71,0.28,0.3,0.13,25/08/2022,Port of Busan (South Korea),AMELIA,62,18,N
Large Desk,217.16,42.67,1.55,0.97,0.78,16/03/2022,Port of Singapore (Singapore),HANA,30,1,N
Garden Sprayer,29.71,2.62,0.39,0.4,0.26,12/08/2022,Port of Shanghai (China),HANA,6,18,Y
Table Lamp,33.42,0.66,0.23,0.3,0.4,04/06/2022,Port of Singapore (Singapore),AURORA,53,20,N
Speakers,134.02,4.61,0.28,0.28,0.35,14/09/2022,Port of Busan (South Korea),SERENA,72,15,N
Fridge,965.28,98.62,0.66,0.74,0.73,09/11/2022,Port of Busan (South Korea),AMELIA,49,14,N
Pallete of Books,266.24,851.4,1.28,0.8,1.09,15/03/2022,Port of Tianjin (China),LINDA,48,1,N
Electric Shaver,146.59,0.19,0.19,0.02,0.08,29/04/2022,Port of Shanghai (China),LINDA,32,13,N
Bricks,93.7,22.57,0.55,0.32,0.12,27/08/2022,Port of Busan (South Korea),AMELIA,54,1,N
Large Box,23.2,0.75,0.94,0.5,0.4,20/03/2022,Port of Shanghai (China),LINDA,57,2,N
Instant Noodle Pack,6.63,0.3,0.14,0.14,0.08,06/04/2022,Port of Tianjin (China),LINDA,37,8,N
Tea Leaves,128.75,102.7,0.4,0.54,0.56,01/05/2022,Port of Shanghai (China),LINDA,26,10,N
Bluetooth Speaker,124.01,0.83,0.26,0.27,0.11,13/06/2022,Port of Tianjin (China),LINDA,57,15,N
Big Bag with Metal Scraps,197.08,1378.86,1.54,1.02,0.27,16/12/2022,Port of Shanghai (China),LINDA,67,19,N
Mountain Bike,449.48,10.43,1.62,0.91,1.19,26/01/2022,Port of Singapore (Singapore),HANA,39,20,N
Smartphone Case,10.16,0.06,0.14,0.07,0.03,09/08/2022,Port of Shanghai (China),LINDA,10,12,Y
Smartphone,594.11,0.17,0.07,0.07,0.03,24/05/2022,Port of Singapore (Singapore),AURORA,74,8,N
Small Flat Rate Box,10.71,0.27,0.26,0.22,0.08,24/11/2022,Port of Busan (South Korea),SAKURA,73,5,N
Camera,413.59,1.3,0.15,0.16,0.09,01/03/2022,Port of Busan (South Korea),SAKURA,13,2,Y
Pallete of Laptops,101382.33,23994.85,0.77,0.51,0.17,04/10/2022,Port of Shanghai (China),LINDA,17,4,Y
Wristwatch,485.73,0.13,0.22,0.08,0.1,08/11/2022,Port of Tokyo (Japan),AURORA,73,10,N
Kitchen Timer,14.97,0.13,0.13,0.13,0.18,07/02/2022,Port of Shanghai (China),LINDA,14,2,Y
Instant Noodle Pack,9.75,0.26,0.19,0.15,0.06,09/09/2022,Port of Tokyo (Japan),SERENA,36,3,N
Microwave,82.73,4.16,0.33,0.32,0.24,17/09/2022,Port of Singapore (Singapore),AURORA,59,5,N
Corn (Canned),30.88,66.3,0.4,0.3,0.3,12/01/2022,Port of Tianjin (China),HANA,66,18,N
Extra Large Box,59.71,1.15,1.31,0.63,0.58,02/09/2022,Port of Singapore (Singapore),HANA,30,5,N
Camera,783.69,1.56,0.15,0.19,0.09,16/11/2022,Port of Busan (South Korea),AMELIA,69,5,N
Breakfast Bundle,35.54,1.02,0.68,0.32,0.22,20/05/2022,Port of Tianjin (China),HANA,71,19,N
Forklift,9771.38,5159.16,2.26,2.23,1.9,07/03/2022,Port of Singapore (Singapore),AURORA,90,4,N
Desk Chair,58.39,5.63,0.85,0.93,0.64,26/07/2022,Port of Tokyo (Japan),SERENA,28,13,N
Pallete of Cement,273.8,1155.3,1,1.03,1.45,18/05/2022,Port of Tokyo (Japan),AURORA,96,7,N
Hedge Trimmer,108.43,7.12,0.84,0.36,0.25,12/11/2022,Port of Busan (South Korea),SAKURA,63,9,N
Microphone,226.33,0.3,0.07,0.06,0.15,26/10/2022,Port of Singapore (Singapore),HANA,25,13,N
Big Bag with Glass Scraps,228.13,1386.69,1.86,1.02,0.11,22/05/2022,Port of Busan (South Korea),AMELIA,68,6,N
Lawn Sprinkler,32,1.49,0.47,0.15,0.16,28/09/2022,Port of Tokyo (Japan),SERENA,60,10,N
Sewing Machine,255.71,16.4,0.38,0.54,0.48,05/04/2022,Port of Busan (South Korea),AMELIA,41,14,N
TV Stand,85.78,14.54,0.87,0.51,0.59,11/11/2022,Port of Busan (South Korea),AMELIA,34,20,N
Desk Lamp,13.92,0.54,0.2,0.17,0.26,25/01/2022,Port of Busan (South Korea),SERENA,38,10,N
Washing Machine,442.52,41.44,1.11,0.72,1.33,20/07/2022,Port of Shanghai (China),HANA,60,7,N
Big Bag with Glass Scraps,211.83,1111.67,1.58,1.1,0.3,10/10/2022,Port of Tokyo (Japan),AURORA,66,13,N
Glass Sheets,54.71,24.6,1.31,1.26,0.1,21/06/2022,Port of Singapore (Singapore),HANA,41,20,N
Toaster,47.73,1.63,0.59,0.22,0.17,03/08/2022,Port of Tianjin (China),HANA,26,10,N
External Hard Drives,103.11,1.04,0.88,0.32,0.41,24/01/2022,Port of Tokyo (Japan),AURORA,38,15,N
Hedge Trimmer,68.89,4.05,0.9,0.21,0.19,27/05/2022,Port of Tianjin (China),HANA,12,8,Y
Digital Camera,473.38,0.35,0.13,0.07,0.06,22/10/2022,Port of Busan (South Korea),AMELIA,28,12,N
Large Box,25.7,0.77,0.88,0.42,0.4,04/08/2022,Port of Tokyo (Japan),AURORA,34,10,N
Lawn Sprinkler,37.87,1.23,0.49,0.27,0.19,21/08/2022,Port of Busan (South Korea),AMELIA,36,10,N
Garden Sprayer,29,2.1,0.25,0.38,0.26,03/02/2022,Port of Singapore (Singapore),AURORA,61,20,N
Foam Roller,32.66,0.93,0.39,0.16,0.18,15/11/2022,Port of Tokyo (Japan),SAKURA,25,8,N
Backpacking Tent,160.88,2.74,2.12,1.66,1.33,21/06/2022,Port of Tianjin (China),HANA,7,20,Y
Pallete of Clothing,236.09,703.21,1.19,0.92,1.47,05/04/2022,Port of Tianjin (China),LINDA,20,13,Y
Box of Clothes,87.84,5.47,0.41,0.53,0.5,09/06/2022,Port of Singapore (Singapore),HANA,32,1,N
Generators,2909.67,229.49,0.81,0.5,0.53,20/06/2022,Port of Tianjin (China),LINDA,48,14,N
TV Stand,71.59,6.43,0.94,0.46,0.49,07/05/2022,Port of Tokyo (Japan),AURORA,35,8,N
Car,118790.06,2370.74,3.91,2.01,1.7,14/02/2022,Port of Tianjin (China),HANA,71,1,N
Pallete of Snacks,119.89,428.73,1.19,0.81,1.22,23/11/2022,Port of Shanghai (China),LINDA,34,20,N
Small Boat,13647.19,294.94,4.87,1.97,2.32,28/02/2022,Port of Singapore (Singapore),AURORA,73,17,N
Backpacking Tent,173.12,3.26,2.14,1.83,1.37,17/02/2022,Port of Singapore (Singapore),AURORA,57,18,N
Sofa,1803.89,74.49,1.65,1.33,0.91,30/01/2022,Port of Busan (South Korea),AMELIA,48,7,N
Resistance Bands,23.18,0.45,0.12,0.09,0.03,22/08/2022,Port of Singapore (Singapore),HANA,63,5,N
Big Bag with Debris,101.92,785.74,1.21,0.62,0.11,12/07/2022,Port of Busan (South Korea),SAKURA,26,13,N
Plant,30.67,1.89,0.45,0.22,0.33,21/08/2022,Port of Tianjin (China),HANA,71,3,N
Compost Bin,46.74,9.69,0.8,0.91,0.57,06/05/2022,Port of Singapore (Singapore),AURORA,70,19,N
Weed Eater,55.44,4.04,1.11,0.31,0.12,05/04/2022,Port of Tianjin (China),LINDA,74,4,N
Piano,20518.57,223.67,2,0.94,1.47,12/10/2022,Port of Singapore (Singapore),HANA,49,17,N
Digital Camera,201.27,0.47,0.13,0.07,0.05,26/10/2022,Port of Busan (South Korea),SAKURA,41,14,N
Box of Tea,33.16,1.93,0.8,0.51,0.28,31/08/2022,Port of Shanghai (China),LINDA,14,2,Y
Pallete of Magazines,101.55,485.45,1.19,0.8,1.17,11/07/2022,Port of Singapore (Singapore),AURORA,74,6,N
Messenger Bag,31.74,1.08,0.4,0.59,0.16,27/09/2022,Port of Tokyo (Japan),AURORA,42,4,N
Sprinkler System,337.75,8.25,0.56,0.96,0.11,23/07/2022,Port of Shanghai (China),LINDA,55,4,N
Compost Bin,31.66,6.11,0.83,0.53,0.59,19/10/2022,Port of Busan (South Korea),SERENA,39,7,N
Big Bag with Sand,58.86,701.2,1.21,0.96,0.11,24/09/2022,Port of Singapore (Singapore),AURORA,69,9,N
Coffee Beans,413.1,462.06,0.27,0.11,0.11,12/07/2022,Port of Shanghai (China),LINDA,14,10,Y
Smart Home Devices,121.83,0.17,2.62,1.37,0.4,02/09/2022,Port of Shanghai (China),LINDA,73,10,N
Medium Box,16.43,0.52,0.49,0.39,0.25,30/07/2022,Port of Shanghai (China),HANA,75,8,N
Carton of Eggs,5.75,0.51,0.13,0.09,0.14,18/11/2022,Port of Singapore (Singapore),AURORA,42,6,N
Microwave Oven,128.84,14.17,0.53,0.47,0.28,18/07/2022,Port of Tianjin (China),LINDA,52,19,N
Extra Large Box,44.76,1.34,1.19,0.73,0.58,30/12/2022,Port of Singapore (Singapore),AURORA,53,7,N
Pallete of Snacks,124.9,467.25,1.19,0.81,1.24,03/01/2022,Port of Tianjin (China),HANA,24,10,Y
Soap Dispenser,11.83,0.65,0.13,0.12,0.28,01/02/2022,Port of Shanghai (China),LINDA,8,20,Y
Drawstring Bag,13.86,0.48,0.24,0.26,0.11,28/12/2022,Port of Tianjin (China),HANA,38,6,N
Violin,795.39,1.59,0.11,0.17,0.02,20/07/2022,Port of Singapore (Singapore),AURORA,41,3,N
Mattress,221.58,44.05,1.52,1.32,0.21,07/04/2022,Port of Tokyo (Japan),SERENA,33,4,N
Pallete of Glassware,470.61,556.83,1.27,1.2,0.68,16/11/2022,Port of Busan (South Korea),AMELIA,37,8,N
Gaming Mouse,31.41,0.4,0.14,0.09,0.05,04/12/2022,Port of Busan (South Korea),SERENA,73,17,N
Wheat Flour,39.61,3.34,0.4,0.5,0.3,24/08/2022,Port of Tianjin (China),HANA,61,13,N
Resistance Loop Bands,29.21,0.38,0.16,0.03,0.03,26/11/2022,Port of Tianjin (China),LINDA,3,8,Y
Microphone,68.39,0.16,0.09,0.08,0.13,18/09/2022,Port of Tokyo (Japan),SAKURA,39,3,N
Electric Kettle,52.93,1.19,0.22,0.21,0.26,12/11/2022,Port of Tokyo (Japan),AURORA,26,12,N
Small Shipping Tube,4.84,0.13,0.29,0.06,0.33,07/06/2022,Port of Tianjin (China),HANA,65,1,N
Metal Pipes,75.68,53.03,2.36,0.16,1.69,26/03/2022,Port of Busan (South Korea),SERENA,56,11,N
Tablets,369.2,0.43,0.5,0.44,0.23,26/12/2022,Port of Singapore (Singapore),AURORA,74,6,N
Pallete of Toys,207.02,1368.22,1.02,0.86,1.35,05/07/2022,Port of Busan (South Korea),SERENA,95,13,N
Suitcase,38.36,3.35,0.68,0.84,0.35,13/11/2022,Port of Tianjin (China),LINDA,39,4,N
Box of Books,72.82,5.42,0.18,0.24,0.06,20/11/2022,Port of Tokyo (Japan),SAKURA,65,11,N
Water Bottle,12.04,0.65,0.2,0.24,0.08,24/07/2022,Port of Busan (South Korea),SERENA,40,8,N
Pallete of Cement,268.61,1006.24,1.2,0.94,1.38,09/12/2022,Port of Busan (South Korea),AMELIA,67,11,N
Briefcase,43.99,1.35,0.44,0.88,0.2,15/12/2022,Port of Tokyo (Japan),SERENA,41,12,N
Fruit Basket,34.97,1.34,0.58,0.27,0.2,25/04/2022,Port of Tokyo (Japan),AURORA,72,13,N
Wine Bottle,19.57,0.68,0.11,0.19,0.39,03/04/2022,Port of Tianjin (China),LINDA,47,4,N
Dumbbell Set,241.19,26.39,0.77,0.67,0.29,31/12/2022,Port of Busan (South Korea),AMELIA,25,4,N
Small Desk,114.47,12.01,0.94,0.76,0.82,11/10/2022,Port of Singapore (Singapore),HANA,51,2,N
Armchair,330.59,29.37,0.73,0.62,0.88,,Port of Singapore (Singapore),AURORA,46,5,N
Dumbbell Set,286.3,27.81,0.91,0.71,0.27,09/11/2022,Port of Tianjin (China),HANA,63,16,N
Wetsuit,261.13,1.74,0.81,0.32,0.13,,Port of Shanghai (China),HANA,9,15,Y
Big Bag with Metal Scraps,223,1338.65,1.51,0.61,0.12,26/11/2022,Port of Busan (South Korea),SERENA,102,20,N
Electric Guitar,861.8,4.03,1.31,0.32,0.04,06/04/2022,Port of Busan (South Korea),SERENA,55,6,N
Sprinkler System,288.43,5.43,0.69,0.67,0.14,03/09/2022,Port of Tokyo (Japan),SERENA,60,2,N
Electric Toothbrush,139.45,0.13,0.12,0.04,0.1,16/02/2022,Port of Tianjin (China),HANA,10,4,Y
Pruning Saw,35.57,0.99,0.3,0.03,0.03,31/05/2022,Port of Tianjin (China),HANA,52,19,N
Plant,27.36,0.98,0.38,0.28,0.35,20/04/2022,Port of Busan (South Korea),AMELIA,73,11,N
Bathroom Scale,27.6,1.59,0.34,0.32,0.03,11/07/2022,Port of Tianjin (China),LINDA,15,20,Y
Dish Rack,15.94,1.32,0.48,0.34,0.15,10/05/2022,Port of Tianjin (China),LINDA,71,10,N
Pallete of Plants,219.2,689.91,1.06,0.99,1.24,09/08/2022,Port of Tokyo (Japan),SAKURA,67,6,N
Box of Canned Soup,43.4,10.76,0.5,0.24,0.25,28/04/2022,Port of Busan (South Korea),AMELIA,72,8,N
Folding Table,71.04,8.25,0.78,0.9,0.08,27/03/2022,Port of Tianjin (China),LINDA,14,10,Y
Pallete of Books,297.87,860.53,1.05,0.8,1.14,18/08/2022,Port of Busan (South Korea),SAKURA,72,15,N
Gaming Mouse,58.75,0.29,0.09,0.09,0.05,17/12/2022,Port of Tianjin (China),LINDA,31,12,N
Loaf of Bread,2.09,0.4,0.33,0.11,0.12,25/12/2022,Port of Singapore (Singapore),AURORA,34,2,N
Microwave,179.26,3.65,0.48,0.37,0.22,17/05/2022,Port of Tianjin (China),HANA,66,18,N
Resistance Bands,21.42,0.28,0.31,0.03,0.03,06/06/2022,Port of Tianjin (China),LINDA,5,17,Y
Guitar Case,131.02,4.63,1.01,0.56,1.11,29/03/2022,Port of Tianjin (China),HANA,9,17,Y
Vacuum Cleaner,223.34,7.86,0.47,0.34,0.16,15/08/2022,Port of Tianjin (China),LINDA,38,12,N
Rice,111.44,187.75,0.78,0.56,0.82,10/09/2022,Port of Singapore (Singapore),AURORA,32,16,N
Flute,149.47,0.19,0.16,0.04,0.04,22/04/2022,Port of Singapore (Singapore),HANA,59,12,N
Bananas,142.3,275.91,0.96,0.6,0.7,22/04/2022,Port of Shanghai (China),LINDA,36,18,N
Wristwatch,285.69,0.15,0.21,0.07,0.05,26/02/2022,Port of Shanghai (China),LINDA,10,6,Y
Running Belt,30.44,0.11,0.26,0.1,0.06,11/08/2022,Port of Tianjin (China),LINDA,35,15,N
PVC Pipes,9.96,4.17,1.16,0.09,0.26,20/06/2022,Port of Busan (South Korea),AMELIA,69,11,N
Assorted Chocolates,17.69,0.81,0.21,0.21,0.19,31/12/2022,Port of Busan (South Korea),SERENA,37,19,N
Box of Canned Soup,38.14,8.87,0.49,0.56,0.18,25/06/2022,Port of Tokyo (Japan),AURORA,32,16,N
Pallete of Shoes,1551.95,4864.79,1,0.8,1.08,04/12/2022,Port of Shanghai (China),HANA,17,20,Y
Washing machine,552.74,86.29,0.87,0.75,0.85,23/07/2022,Port of Singapore (Singapore),AURORA,38,5,N
Movie Night Pack,24.45,2.59,0.87,0.6,0.2,27/10/2022,Port of Singapore (Singapore),AURORA,39,17,N
Big Bag with Grains,56.95,337.1,1.37,0.74,0.23,27/07/2022,Port of Tokyo (Japan),AURORA,51,14,N
Dining Table,811.01,77.41,0.82,1.07,0.79,30/07/2022,Port of Shanghai (China),LINDA,26,1,N
Big Bag with Debris,84.05,686.5,1.28,0.96,0.25,25/01/2022,Port of Tokyo (Japan),SAKURA,71,17,N
Compost Bin,57.87,13.39,0.66,0.62,0.98,18/01/2022,Port of Tianjin (China),HANA,62,3,N
Cookware Set,489.89,7.76,0.31,0.39,0.11,25/09/2022,Port of Tokyo (Japan),AURORA,34,14,N
Fridge,1164.11,97.12,0.9,0.69,0.97,01/10/2022,Port of Tokyo (Japan),SERENA,38,7,N
Dumbbell Set,188.01,25.07,0.65,0.75,0.2,25/11/2022,Port of Tokyo (Japan),SERENA,43,11,N
Camping Stove,101.63,0.64,0.3,0.28,0.07,01/10/2022,Port of Shanghai (China),LINDA,26,8,N
Watering Can,9.15,1.42,0.44,0.27,0.13,23/07/2022,Port of Shanghai (China),HANA,27,9,N
Pallete of Breakfast Cereal,153.38,411.77,1.09,1,1.47,21/03/2022,Port of Tianjin (China),LINDA,23,5,Y
Hedge Trimmer,137,4.77,1.16,0.28,0.26,20/01/2022,Port of Singapore (Singapore),AURORA,47,1,N
Wheat Flour,77.09,2.88,0.4,0.5,0.3,26/10/2022,Port of Tianjin (China),LINDA,26,9,N
Pallete of Musical Instruments,703.73,1608.25,1.25,0.94,0.54,27/01/2022,Port of Shanghai (China),LINDA,80,20,N
Coffee Beans,331.93,346.05,0.37,0.16,0.12,26/12/2022,Port of Tianjin (China),LINDA,15,12,Y
Running Shoes,96.3,0.62,0.3,0.31,0.17,21/08/2022,Port of Tianjin (China),LINDA,14,18,Y
E-Reader,374.85,0.31,0.19,0.22,0.02,09/07/2022,Port of Busan (South Korea),SAKURA,63,19,N
Big Bag with Metal Scraps,205.11,1746.47,1.63,0.82,0.27,14/04/2022,Port of Tianjin (China),HANA,88,4,N
Digital Camera,255.63,0.56,0.11,0.09,0.06,18/03/2022,Port of Tokyo (Japan),SERENA,51,10,N
Small Shipping Tube,5.27,0.23,0.24,0.08,0.3,30/01/2022,Port of Tokyo (Japan),AURORA,29,3,N
Pallete of Breakfast Cereal,135.95,397.49,1.06,0.88,1.37,29/09/2022,Port of Busan (South Korea),AMELIA,36,12,N
Pallete of Books,208.17,870.06,1.21,0.8,1.13,29/11/2022,Port of Singapore (Singapore),AURORA,56,1,N
Small Bubble Mailer,3.7,0.19,0.14,0.05,0.04,06/06/2022,Port of Tokyo (Japan),SAKURA,38,1,N
Smartphone,950.32,0.13,0.18,0.05,0.28,,Port of Busan (South Korea),AMELIA,57,6,N
Whey Protein Powder,69.4,1.26,0.33,0.36,0.11,15/11/2022,Port of Tianjin (China),LINDA,34,19,N
Motorcycle,1566.2,233.43,2.27,1.26,1.19,11/07/2022,Port of Tokyo (Japan),SAKURA,74,11,N
Duvet,178.57,1.17,2.07,2,0.21,08/02/2022,Port of Tokyo (Japan),SAKURA,38,14,N
MDF Boards,20.79,9.63,1.06,0.55,0.09,07/12/2022,Port of Shanghai (China),LINDA,57,12,N
Drum Set,1016.99,53.68,0.51,0.78,1.38,24/05/2022,Port of Tianjin (China),LINDA,41,15,N
Toilet Brush,14.05,0.47,0.16,0.1,0.32,24/05/2022,Port of Singapore (Singapore),HANA,48,14,N
Pallete of T-shirts,767.51,1532.29,1.11,1.17,0.61,28/06/2022,Port of Singapore (Singapore),HANA,70,7,N
Piano,3903.79,150.43,1.82,1.58,0.84,11/01/2022,Port of Shanghai (China),LINDA,54,18,N
Wheat Flour,64.51,2.11,0.4,0.5,0.3,19/11/2022,Port of Busan (South Korea),AMELIA,28,7,N
Desktop Computer,1276,8.85,0.5,0.4,0.64,12/05/2022,Port of Busan (South Korea),SERENA,70,15,N
Electric Guitar,576.66,3.44,1.28,0.38,0.22,28/05/2022,Port of Tokyo (Japan),AURORA,70,7,N
Electric Guitar,893.58,2.61,1.32,0.59,0.22,24/11/2022,Port of Tianjin (China),HANA,44,10,N
Bluetooth Speaker,92.93,1.82,0.21,0.25,0.13,17/11/2022,Port of Singapore (Singapore),HANA,35,11,N
Coffee Beans,182.42,81.79,0.36,0.11,0.19,25/11/2022,Port of Tianjin (China),LINDA,55,18,N
Medium Box,10.49,0.33,0.43,0.37,0.21,01/04/2022,Port of Busan (South Korea),SAKURA,55,11,N
Hedge Trimmer,129.25,5.39,1.02,0.28,0.29,26/09/2022,Port of Busan (South Korea),SAKURA,9,3,Y
Table Lamp,49.18,0.68,0.21,0.24,0.35,16/01/2022,Port of Singapore (Singapore),AURORA,43,20,N
Gaming Console,549.76,3.45,0.5,0.22,0.06,08/11/2022,Port of Shanghai (China),LINDA,69,13,N
Large Shipping Tube,16.38,0.62,0.56,0.48,1.5,12/01/2022,Port of Busan (South Korea),SAKURA,34,5,N
Bluetooth Speaker,32.62,1.31,0.26,0.2,0.12,03/11/2022,Port of Shanghai (China),LINDA,10,14,Y
Pallete of Orange Juice,161.12,517.96,1.01,0.98,1.28,19/01/2022,Port of Singapore (Singapore),AURORA,68,15,N
Water Heater,281.52,13.42,0.58,0.21,0.13,10/08/2022,Port of Busan (South Korea),SERENA,51,12,N
Carton of Eggs,5.77,0.93,0.13,0.07,0.13,25/04/2022,Port of Shanghai (China),HANA,46,13,N
Healthy Snack Pack,11.98,0.24,0.21,0.17,0.09,08/02/2022,Port of Tianjin (China),HANA,9,16,Y
Wooden Planks,26.08,13.33,1.1,0.14,0.74,28/02/2022,Port of Busan (South Korea),SAKURA,73,7,N
Pallete of Laptops,102726.69,24671.6,0.7,0.52,0.12,10/04/2022,Port of Tokyo (Japan),AURORA,98,2,N
Vacuum Cleaner,495.69,4.83,0.79,0.52,0.38,01/05/2022,Port of Singapore (Singapore),AURORA,48,18,N
Fridge,994.39,119.21,0.78,0.67,0.74,11/05/2022,Port of Busan (South Korea),AMELIA,35,13,N
Coffee Maker,132.86,1.47,0.23,0.22,0.29,22/07/2022,Port of Tianjin (China),LINDA,74,11,N
Pallete of Coffee,302.34,858.52,1.16,0.85,1.23,10/11/2022,Port of Tianjin (China),LINDA,47,18,N
